符合要求的点：行数=20, x=407808054631, y=-739764726162, 中心：x=407757567431,-739764404661, 当前找到=1
符合要求的点：行数=389, x=407754566167, y=-739800858333, 中心：x=407757567431,-739764404661, 当前找到=2
符合要求的点：行数=403, x=407809180092, y=-739810265391, 中心：x=407757567431,-739764404661, 当前找到=3
符合要求的点：行数=511, x=407780635485, y=-739806461334, 中心：x=407757567431,-739764404661, 当前找到=4
符合要求的点：行数=522, x=407720431255, y=-739750671387, 中心：x=407757567431,-739764404661, 当前找到=5
符合要求的点：行数=523, x=407714923493, y=-739805154966, 中心：x=407757567431,-739764404661, 当前找到=6
符合要求的点：行数=524, x=407723112531, y=-739789938927, 中心：x=407757567431,-739764404661, 当前找到=7
符合要求的点：行数=525, x=407725306294, y=-739819121360, 中心：x=407757567431,-739764404661, 当前找到=8
符合要求的点：行数=526, x=407729993291, y=-739818531180, 中心：x=407757567431,-739764404661, 当前找到=9
符合要求的点：行数=920, x=407807359198, y=-739766040504, 中心：x=407757567431,-739764404661, 当前找到=10
符合要求的点：行数=921, x=407808710542, y=-739759447444, 中心：x=407757567431,-739764404661, 当前找到=11
符合要求的点：行数=922, x=407810613694, y=-739737582207, 中心：x=407757567431,-739764404661, 当前找到=12
符合要求的点：行数=923, x=407799727454, y=-739771029353, 中心：x=407757567431,-739764404661, 当前找到=13
符合要求的点：行数=924, x=407808054631, y=-739764726162, 中心：x=407757567431,-739764404661, 当前找到=14
符合要求的点：行数=925, x=407803502833, y=-739767949667, 中心：x=407757567431,-739764404661, 当前找到=15
符合要求的点：行数=926, x=407804418897, y=-739769716093, 中心：x=407757567431,-739764404661, 当前找到=16
符合要求的点：行数=1154, x=407808826413, y=-739815795422, 中心：x=407757567431,-739764404661, 当前找到=17
符合要求的点：行数=1155, x=407809616220, y=-739813511527, 中心：x=407757567431,-739764404661, 当前找到=18
符合要求的点：行数=1156, x=407808196801, y=-739811262488, 中心：x=407757567431,-739764404661, 当前找到=19
符合要求的点：行数=1157, x=407793166446, y=-739812720604, 中心：x=407757567431,-739764404661, 当前找到=20
符合要求的点：行数=1161, x=407711938183, y=-739816916167, 中心：x=407757567431,-739764404661, 当前找到=21
符合要求的点：行数=1275, x=407810613694, y=-739737582207, 中心：x=407757567431,-739764404661, 当前找到=22
符合要求的点：行数=1881, x=407763492866, y=-739726209641, 中心：x=407757567431,-739764404661, 当前找到=23
符合要求的点：行数=2403, x=407808054631, y=-739764726162, 中心：x=407757567431,-739764404661, 当前找到=24
符合要求的点：行数=3164, x=407763492866, y=-739726209641, 中心：x=407757567431,-739764404661, 当前找到=25
符合要求的点：行数=3167, x=407721650018, y=-739775562286, 中心：x=407757567431,-739764404661, 当前找到=26
符合要求的点：行数=3169, x=407720431255, y=-739750671387, 中心：x=407757567431,-739764404661, 当前找到=27
符合要求的点：行数=3170, x=407757236918, y=-739717841148, 中心：x=407757567431,-739764404661, 当前找到=28
符合要求的点：行数=3171, x=407768123854, y=-739761185646, 中心：x=407757567431,-739764404661, 当前找到=29
符合要求的点：行数=3174, x=407787531333, y=-739718244833, 中心：x=407757567431,-739764404661, 当前找到=30
符合要求的点：行数=3175, x=407799727454, y=-739771029353, 中心：x=407757567431,-739764404661, 当前找到=31
符合要求的点：行数=3176, x=407808054631, y=-739764726162, 中心：x=407757567431,-739764404661, 当前找到=32
符合要求的点：行数=3186, x=407810613694, y=-739737582207, 中心：x=407757567431,-739764404661, 当前找到=33
符合要求的点：行数=3202, x=407758546333, y=-739752521667, 中心：x=407757567431,-739764404661, 当前找到=34
符合要求的点：行数=3203, x=407754799520, y=-739747345448, 中心：x=407757567431,-739764404661, 当前找到=35
符合要求的点：行数=3204, x=407746624833, y=-739739727833, 中心：x=407757567431,-739764404661, 当前找到=36
符合要求的点：行数=3248, x=407726869667, y=-739711328833, 中心：x=407757567431,-739764404661, 当前找到=37
符合要求的点：行数=3250, x=407720431255, y=-739750671387, 中心：x=407757567431,-739764404661, 当前找到=38
符合要求的点：行数=3251, x=407726615667, y=-739715373516, 中心：x=407757567431,-739764404661, 当前找到=39
符合要求的点：行数=3252, x=407725893666, y=-739723117833, 中心：x=407757567431,-739764404661, 当前找到=40
符合要求的点：行数=3253, x=407725383833, y=-739723317333, 中心：x=407757567431,-739764404661, 当前找到=41
符合要求的点：行数=3254, x=407724087538, y=-739715802669, 中心：x=407757567431,-739764404661, 当前找到=42
符合要求的点：行数=3255, x=407726869667, y=-739711328833, 中心：x=407757567431,-739764404661, 当前找到=43
符合要求的点：行数=6583, x=407757236918, y=-739717841148, 中心：x=407757567431,-739764404661, 当前找到=44
符合要求的点：行数=6584, x=407810613694, y=-739737582207, 中心：x=407757567431,-739764404661, 当前找到=45
符合要求的点：行数=6585, x=407808054631, y=-739764726162, 中心：x=407757567431,-739764404661, 当前找到=46
符合要求的点：行数=6704, x=407725383833, y=-739723317333, 中心：x=407757567431,-739764404661, 当前找到=47
符合要求的点：行数=6705, x=407724087538, y=-739715802669, 中心：x=407757567431,-739764404661, 当前找到=48
符合要求的点：行数=6707, x=407774889333, y=-739711480167, 中心：x=407757567431,-739764404661, 当前找到=49
符合要求的点：行数=6708, x=407787531333, y=-739718244833, 中心：x=407757567431,-739764404661, 当前找到=50
符合要求的点：行数=6709, x=407799889937, y=-739804422855, 中心：x=407757567431,-739764404661, 当前找到=51
符合要求的点：行数=6710, x=407763492866, y=-739726209641, 中心：x=407757567431,-739764404661, 当前找到=52
符合要求的点：行数=6711, x=407757236918, y=-739717841148, 中心：x=407757567431,-739764404661, 当前找到=53
